"Date","TimeVideo","updateLat","updateLon","Description","Route","direction","Vehicle","Passenger_Count"
2017-10-27,22:46:00,44.95529,-93.10606,"With fixed objects",3,"Eastbound","1506",NA
2017-08-17,17:41:00,44.9384777,-93.2983809,"Right turn - other vehicle from left",6,"Southbound","1720",6
2017-06-28,16:41:00,44.9724377,-93.2780195,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",18,"Northbound","7229",7
2016-12-15,13:24:00,44.9627444,-93.2376214,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",2,"Eastbound","1335",NA
2016-08-12,16:12:00,44.9444472,-93.2983853,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",6,"Southbound","1560",NA
2016-12-12,22:41:00,44.9483018,-93.2790686,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",21,"Eastbound","1446",NA
2017-05-16,14:27:00,44.9834471,-93.2407076,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",2,"Eastbound","1562",NA
2016-05-19,09:02:00,44.9804728,-93.2356481,"Collision - other vehicle parked at curb (includes opened doors)",2,"Eastbound","1215",0
2017-12-28,10:14:00,45.0355,-93.26311,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",11,"Northbound","7324",4
2017-03-15,13:03:00,44.9555761,-93.162337,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",21,"Eastbound","1333",8
2017-11-01,20:01:00,44.9560127,-93.2779072,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",18,"Westbound","7127",5
2016-05-16,06:25:00,45.0427551,-93.2472465,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",11,"Westbound","7225",1
2017-04-28,13:06:00,44.9484638,-93.2397179,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",21,"Westbound","1565",NA
2018-03-28,15:37:00,44.94843,-93.27948,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1219",3
2018-04-19,16:02:00,44.99897,-93.26619,"Vehicle hits bus standing in zone (except #11)",11,"Southbound","1341",NA
2016-10-04,15:31:00,44.9492844,-93.2956328,"At terminals (except #46)",21,"Terminal","1327",0
2018-04-03,15:58:00,44.94483,-93.28437,"With fixed objects",18,"Southbound","7219",NA
2017-10-08,19:10:00,44.9342,-93.22956,"Falls boarding",23,"Westbound","1339",NA
2017-06-05,14:45:00,44.9484061,-93.268847,"Passenger falls or injuries on/near lift",21,"Eastbound","1240",NA
2017-03-07,17:07:00,44.9627841,-93.2527501,"Passenger falls or injuries on/near lift",2,"Westbound","1722",NA
2017-09-05,21:06:00,44.9465348,-93.2789001,"Falls alighting - front door",18,"Southbound","7220",NA
2017-06-05,18:03:00,44.9363144,-93.3870425,"Falls alighting - rear door (manual)",17,NA,"7156",NA
2017-08-03,12:46:00,44.8840142,-93.2780086,"Falls, bumps, etc. - bus starting",18,"Northbound","7152",NA
2017-12-19,11:01:00,44.96704,-93.27774,"Falls, bumps, etc. - bus starting",18,"Northbound","7329",7
2017-07-30,17:48:00,44.948755,-93.2765917,"Falls, bumps, etc. - bus starting",18,"Northbound","7157",NA
2017-06-15,17:00:00,44.9482963,-93.2769599,"Falls, bumps, etc. - bus starting",21,"Eastbound","1726",NA
2017-05-22,19:24:00,44.9479804,-93.3306715,"Falls, bumps, etc. - bus stopping",17,"Eastbound","1177",7
2017-12-03,05:50:00,44.94658,-93.11147,"Falls, bumps, etc. - bus turning at curves or corners",21,"Eastbound","1798",6
2017-08-06,08:16:00,44.9327644,-93.2908411,"Falls, bumps, etc. - bus running straight",4,"Southbound","1443",NA
2017-08-04,17:02:00,44.9786823,-93.2736547,"Falls, bumps, etc. - bus running straight",4,"Northbound","1180",NA
2016-06-24,16:16:00,44.9618899,-93.2920675,"Falls, bumps, etc. - bus running straight",21,"Westbound","1723",0
2018-01-18,22:55:00,44.9466,-93.11172,"Falls, bumps, etc. - bus running straight",21,NA,"1727",NA
2017-07-13,19:58:00,44.9653765,-93.277792,"Falls, bumps, etc. - bus running straight",18,"Northbound","7157",6
2016-10-29,13:31:00,44.9627684,-93.2640502,"On board accidents not otherwise classified",2,"Westbound","7329",NA
2016-09-27,08:25:00,44.979418,-93.2727099,"Incidents not otherwise classified",11,"Northbound","7222",30
2016-10-27,18:50:00,45.0228492,-93.2956566,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",5,"Southbound","1658",35
2016-11-17,14:47:00,44.9771033,-93.2674776,"All other collisions by bus and vehicle between intersections",766,"Westbound","1439",30
2016-10-18,19:25:00,44.9923362,-93.294052,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Northbound","1657",25
2016-11-01,12:05:00,44.9756852,-93.2690458,"Bus pulling into zone hits standing vehicle",724,"Westbound","1113",NA
2017-03-22,13:20:00,45.046542,-93.2998502,"Vehicle hits bus standing in zone (except #11)",22,"Southbound","1659",15
2017-05-22,11:14:00,45.0918638,-93.341114,"Vehicle hits bus standing in zone (except #11)",723,"Westbound","1546",8
2017-05-19,19:10:00,45.0166838,-93.3081995,"Vehicle hits bus standing in zone (except #11)",19,"Northbound","1124",NA
2017-04-06,11:05:00,44.9341513,-93.2333004,"Right mirror - glass breakage only",22,"Westbound","1660",4
2018-03-03,12:41:00,44.9763,-93.27074,"With fixed objects",852,"Southbound","1540",NA
2016-09-15,19:10:00,44.8536185,-93.2383062,"Other collisions not otherwise classified",5,"Terminal","1654",NA
2016-05-25,21:40:00,44.9350625,-93.2624832,"Passenger falls or injuries on/near lift",5,"Southbound","1123",10
2016-09-12,11:06:00,44.9376688,-93.2388859,"Falls alighting - rear door (manual)",22,"Northbound","1646",5
2017-02-26,15:00:00,44.9019816,-93.2035671,"Falls alighting - rear door (manual)",22,NA,"1163",1
2016-08-25,19:58:00,44.9820198,-93.275951,"Falls alighting - rear door (manual)",14,"Southbound","1535",NA
2017-01-30,13:47:00,44.9492694,-93.2620387,"Falls, bumps, etc. - bus starting",5,"Southbound","1649",7
2016-10-19,16:30:00,44.9477292,-93.2626364,"Falls, bumps, etc. - bus stopping",5,"Northbound","1658",8
2018-01-09,16:09:00,44.96904,-93.26258,"Falls, bumps, etc. - bus stopping",5,"Southbound","1645",NA
2016-08-01,21:08:00,44.9806928,-93.2784515,"Falls, bumps, etc. - bus stopping",19,"Northbound","1437",NA
2016-09-01,23:25:00,45.0134895,-93.3083307,"Falls, bumps, etc. - bus stopping",19,"Southbound","1309",10
2016-07-09,19:42:00,44.8980409,-93.2316187,"Falls, bumps, etc. - bus stopping",22,"Northbound","1538",2
2017-03-15,22:55:00,44.9492712,-93.2615022,"Falls, bumps, etc. - bus turning at curves or corners",5,"Southbound","1651",NA
2017-03-23,13:44:00,44.9931761,-93.2880765,"On board accidents not otherwise classified",22,"Southbound","1658",15
2016-08-05,12:25:00,44.9771358,-93.2729161,"Incidents not otherwise classified",5,"Northbound","1655",40
2017-06-08,07:24:00,45.0132592,-93.3040788,"Left turn - other vehicle from ahead",19,"Southbound","1134",NA
2018-01-29,08:02:00,45.00484,-93.29419,"Left turn - other vehicle from left",5,"Westbound","1629",1
2018-05-04,13:56:00,44.99929,-93.30947,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",19,"Northbound","1428",20
2018-02-06,08:19:00,44.96997,-93.4219,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",32,"Westbound","1519",5
2017-05-04,11:45:00,44.9715456,-93.2715531,"All other collisions by bus and vehicle between intersections",10,"Northbound","7172",0
2017-09-28,13:21:00,44.97803,-93.27415,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Westbound","1625",40
2018-01-04,12:52:00,45.02798,-93.24748,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",10,"Southbound","7174",NA
2018-04-09,14:34:00,44.93074,-93.25233,"Vehicle hits bus standing in zone (except #11)",22,"Northbound","1636",20
2017-07-17,17:11:00,44.9987948,-93.248176,"Vehicle hits bus standing in zone (except #11)",30,"Westbound","1763",3
2018-03-03,13:45:00,44.9801,-93.27774,"Falls boarding",19,"Northbound","1635",20
2016-07-24,12:00:00,44.99148,-93.3066906,"Falls boarding",7,"Southbound","1623",4
2017-10-06,08:13:00,44.97623,-93.27361,"Falls alighting - front door",19,"Southbound","1504",10
2017-06-20,23:26:00,44.9698611,-93.2740959,"Falls alighting - front door",10,"Northbound","7179",NA
2017-08-23,16:51:00,44.9759476,-93.277843,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",9,"Northbound","1318",12
2017-09-02,14:46:00,45.0058199,-93.2473548,"Falls, bumps, etc. - bus starting",10,"Northbound","7210",30
2017-06-13,15:22:00,45.0220782,-93.2472293,"Falls, bumps, etc. - bus starting",10,"Northbound","7182",NA
2017-07-06,14:53:00,45.0499554,-93.2475387,"Falls, bumps, etc. - bus stopping",10,"Southbound","7200",35
2018-05-02,15:36:00,44.96277,-93.25865,"Falls, bumps, etc. - bus stopping",9,"Westbound","1636",15
2017-05-29,16:51:00,44.9762914,-93.2736994,"Falls, bumps, etc. - bus stopping",5,"Southbound","1252",NA
2017-12-08,22:28:00,44.96271,-93.26351,"Falls, bumps, etc. - bus stopping",9,"Eastbound","1629",8
2017-12-22,02:44:00,45.03805,-93.2474,"Falls, bumps, etc. - bus stopping",10,"Southbound","7200",1
2017-08-27,04:17:00,44.9907206,-93.2926757,"Falls, bumps, etc. - bus turning at curves or corners",5,"Northbound","1761",10
2018-04-29,21:21:00,44.96637,-93.23805,"Falls, bumps, etc. - bus turning at curves or corners",10,"Northbound","1638",6
2016-08-28,14:44:00,44.8833674,-93.2793184,"Straight across - other vehicle from right",6,"Northbound","1408",3
2018-03-21,15:32:00,45.03,-93.33985,"Left turn - other vehicle from ahead",14,"Southbound","1414",NA
2016-12-12,09:08:00,44.980965,-93.2633701,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",535,"Southbound","1170",0
2018-02-15,12:23:00,44.88,-93.32153,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",515,"Eastbound","1673",1
2018-03-03,17:37:00,44.94904,-93.28814,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",4,"Westbound","1272",NA
2016-09-23,12:56:00,44.9762513,-93.2770787,"Bus hits vehicle (includes bus backing or rolling back, except #46)",6,"Northbound","1275",NA
2017-12-05,13:57:00,44.95896,-93.26259,"Bus hits vehicle (includes bus backing or rolling back, except #46)",5,"Southbound","1673",30
2017-12-05,13:57:00,44.95878,-93.26261,"Bus hits vehicle (includes bus backing or rolling back, except #46)",5,"Southbound","1673",30
2017-06-08,15:50:00,44.9589978,-93.2537198,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",14,"Southbound","1255",NA
2017-07-31,10:41:00,44.9272336,-93.1669505,"Vehicle hits bus standing in zone (except #11)",84,"Northbound","1220",8
2017-02-21,13:36:00,44.9175432,-93.1873048,"Vehicle hits bus standing in zone (except #11)",6,"Northbound","1430",15
2018-02-09,16:14:00,45.02497,-93.29562,"Vehicle hits bus standing in zone (except #11)",5,"Southbound","1704",NA
2017-07-17,18:35:00,44.9782469,-93.2743824,"Vehicle hits bus standing in zone (except #11)",6,"Southbound","1404",20
2017-03-31,17:59:00,44.8641687,-93.2434381,"With fixed objects",415,"Garage","1431",0
2017-07-09,19:51:00,44.9728818,-93.2850581,"Falls boarding",6,"Southbound","1668",NA
2016-10-18,20:57:00,44.9493642,-93.0892956,"Falls boarding",54,"Westbound","1708",4
2018-02-09,13:36:00,44.86224,-93.28851,"Passenger falls or injuries on/near lift",4,"Northbound","1400",3
2016-12-19,15:55:00,44.9342913,-93.2625731,"Passenger falls or injuries on/near lift",5,"Southbound","1434",NA
2017-10-03,14:27:00,44.95046,-93.25242,"Falls, bumps, etc. - bus stopping",14,"Northbound","1411",5
2017-02-02,17:37:00,44.9688807,-93.247337,"Falls, bumps, etc. - bus running straight",22,"Southbound","1431",NA
2017-04-07,13:33:00,44.9191337,-93.2626522,"Incidents not otherwise classified",5,"Southbound","1229",NA
2018-04-06,11:08:00,44.92748,-93.07916,"Straight across - other vehicle from left",68,"Southbound","1207",30
2017-12-25,17:15:00,44.99135,-93.1668,"Straight across - other vehicle from left",84,"Southbound","1619",0
2017-11-06,12:18:00,44.94529,-93.09959,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",74,"Eastbound","1206",NA
2017-04-20,12:44:00,44.970251,-93.0734193,"Falls, bumps, etc. - bus starting",64,"Westbound","1532",35
2017-08-14,18:43:00,44.9841781,-93.0358234,"Falls, bumps, etc. - bus starting",64,"Eastbound","7308",6
2018-03-21,14:23:00,44.94898,-93.09006,"Falls, bumps, etc. - bus stopping",64,"Westbound","7212",12
2018-04-04,16:46:00,44.86778,-93.03997,"Falls, bumps, etc. - bus turning at curves or corners",68,"Southbound","7314",4
2016-08-18,16:10:00,45.011,-93.2880165,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",22,"Southbound","1125",20
2017-12-08,22:00:00,44.99932,-93.28804,"Falls, bumps, etc. - bus starting",22,"Southbound","1662",NA
2016-10-04,16:35:00,44.9529709,-93.2626115,"Falls, bumps, etc. - bus stopping",5,"Southbound","1115",30
2016-10-31,17:25:00,44.9483716,-93.2529392,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",21,"Westbound","1556",NA
2017-09-24,23:31:00,44.94946,-93.37535,"Head on",17,"Eastbound","7162",5
2017-05-17,18:07:00,44.9351788,-93.3858135,"Passenger falls or injuries on/near lift",17,"Terminal","7331",NA
2017-05-01,16:50:00,44.912205,-93.4142961,"Falls, bumps, etc. - bus stopping",12,"Westbound","1717",NA
2016-08-13,22:00:00,44.9890225,-93.289175,"Falls, bumps, etc. - bus stopping",5,"Westbound","7172",NA
2016-06-03,16:15:00,45.060593,-93.3193595,"Between intersections",19,"Northbound","1633",2
2017-10-14,20:18:00,44.97598,-93.14004,"With fixed objects",3,"Eastbound","1504",NA
2017-04-19,18:01:00,44.9916139,-93.3133537,"Falls, bumps, etc. - bus stopping",7,"Northbound","1757",4
2017-04-19,16:01:00,44.9846406,-93.2726409,"Falls, bumps, etc. - bus stopping",14,"Northbound","1761",NA
2017-10-01,14:36:00,44.9337,-93.14965,"Left turn - other vehicle from left",921,"Northbound","8006",7
2017-09-18,12:03:00,44.95385,-93.29767,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",6,NA,"1248",14
2017-06-17,22:19:00,44.8834218,-93.26803,"Falls, bumps, etc. - bus turning at curves or corners",5,"Southbound","3365",1
2017-11-17,17:24:00,44.94866,-93.26146,"Right turn - other vehicle from left",5,"Southbound","1153",NA
2018-04-15,15:44:00,44.91145,-93.20257,"Straight across - other vehicle from right",46,"Eastbound","1726",NA
2018-04-14,11:49:00,44.96745,-93.27031,"All other collisions by bus and vehicle between intersections",2,"Westbound","1563",NA
2017-03-12,22:50:00,44.9687478,-93.2875896,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",6,"Northbound","1339",NA
2018-04-14,21:24:00,44.97735,-93.27234,"Straight across - other vehicle from right",10,"Southbound","7165",NA
2018-04-03,15:19:00,45.01523,-93.22817,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",25,"Northbound","7164",NA
2018-04-14,18:15:00,45.00033,-93.24737,"Sideswipes between intersections",10,"Southbound","7165",NA
2016-12-11,20:23:00,44.8620516,-93.2376317,"All other collisions by bus and vehicle between intersections",5,"Pull-In","1269",0
2018-04-03,18:51:00,44.94993,-93.26272,"Bus hits vehicle (includes bus backing or rolling back, except #46)",5,"Northbound","1668",30
2018-04-04,07:00:00,44.93458,-93.39881,"Bus hits vehicle (includes bus backing or rolling back, except #46)",668,NA,"7170",0
2017-04-13,07:52:00,44.962875,-93.2879408,"Bus hits vehicle (includes bus backing or rolling back, except #46)",4,NA,"1305",30
2017-01-30,07:50:00,44.9518221,-93.2879872,"Bus pulling into zone hits standing vehicle",4,"Southbound","7108",20
2017-12-06,17:28:00,44.92561,-92.96717,"With fixed objects",355,NA,"3338",0
2017-05-25,05:51:00,44.9514485,-92.9381289,"On board accidents not otherwise classified",375,NA,"3231",25
2017-10-11,07:53:00,44.9125126,-93.3313573,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",46,"Eastbound","7120",NA
2017-10-06,18:31:00,44.9234595,-93.2702462,"Falls, bumps, etc. - bus stopping",18,NA,"7118",NA
2017-04-28,07:24:00,45.0550003,-93.2870887,"Collision on, entering or exiting a bus shoulder lane",781,"Southbound","60093",35
2018-01-03,18:19:00,44.98861,-93.25336,"Falls, bumps, etc. - bus stopping",10,"Northbound","1761",7
2018-02-06,17:48:00,44.97375,-93.23344,"With fixed objects",579,"Southbound","3359",0
2017-05-12,15:45:00,44.9770574,-93.2629129,"Bus hits vehicle (includes bus backing or rolling back, except #46)",552,"Pull-Out","1252",0
2017-07-27,15:24:00,44.9811151,-93.2705997,"Falls, bumps, etc. - bus stopping",18,"Northbound","7321",2
2017-02-16,15:22:00,45.0148174,-93.2880615,"Falls, bumps, etc. - bus stopping",22,"Southbound","1654",20
2017-05-11,08:14:00,45.0688556,-93.2656069,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",10,"Westbound","7184",0
2017-09-26,16:12:00,44.97553,-93.45962,"Falls not otherwise classified",672,"Eastbound","1322",10
2017-05-11,17:35:00,44.9556202,-93.0965477,"Falls, bumps, etc. - bus turning at curves or corners",71,"Northbound","1292",20
2018-04-09,05:55:00,45.1179065,-93.2207168,"Straight across - other vehicle from right",825,"Southbound","3249",1
2017-09-26,17:50:00,44.96399,-93.29043,"All other collisions by bus and vehicle between intersections",114,NA,"1157",40
2017-05-24,07:36:00,45.0009481,-93.2235662,"Collision on, entering or exiting a bus shoulder lane",288,"Southbound","0203",NA
2017-01-09,08:10:00,44.9809616,-93.2721948,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",768,"Eastbound","3319",12
2017-04-12,15:28:00,45.0238572,-93.2956047,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",5,"Northbound","1317",10
2017-06-29,17:52:00,44.971333,-93.2717775,"At terminals (except #46)",766,"Terminal","1762",0
2017-10-09,17:18:00,44.97577,-93.26928,"Incidents not otherwise classified",825,"Northbound","1130",10
2017-06-16,07:35:00,44.9779048,-93.2748974,"Straight across - other vehicle from right",355,"Westbound","3408",3
2017-02-07,07:50:00,44.9747696,-93.2717409,"With fixed objects",783,"Southbound","60097",0
2017-03-15,07:35:00,44.9196602,-93.2787022,"Vehicle hits bus standing in zone (except #11)",46,"Eastbound","1719",NA
2017-02-28,15:45:00,44.9517208,-93.1718707,"All other collisions by bus and vehicle between intersections",5,NA,"3421",3
